"","words","term.freq","doc.freq"
"106867","ünaüubtedly",1,1
"106868","marv",1,1
"106869","foait",1,1
"106870","columbus",2,1
"106871","naaiket",1,1
"106872","artiticially",1,1
"106873","groves",1,1
"106874","circumnavigation",1,1
"106875","menthe",1,1
"106876","nalcs",1,1
"106877","h*ard",1,1
"106878","buccessfui",1,1
"106879","solids",1,1
"106880","draft-mares",1,1
"106881","ferment",1,1
"106882","inual,v",1,1
"106883","wt,rked",1,1
"106884","machus",1,1
"106885","diarrhu-a",1,1
"106886","conse(,uence",1,1
"106887","foidil",1,1
"106888","excretion",1,1
"106889","galileo",1,1
"106890","hyperpyrexia",2,1
"106891","fulton",1,1
"106892","weat",3,3
"106893","hardes",1,1
"106894","îeiâvclyffh",1,1
"106895","abolitionists",1,1
"106896","ftcm",1,1
"106897","bunyan",1,1
"106898","norma",1,1
"106899","lely",1,1
"106900","w/rk",1,1
"106901","ttls",1,1
"106902","n,ay",1,1
"106903","chi.then",1,1
"106904","ilth",1,1
"106905","oi.'in",1,1
"106906","uooll",1,1
"106907","crumbing",1,1
"106908","onlor",1,1
"106909","itpoiattire",1,1
"106910","deprivation",1,1
"106911","aocoss",1,1
"106912","aroueid",1,1
"106913","tretiui",1,1
"106914","ciankn-r",1,1
"106915","wj(h",1,1
"106916","hangarooing",1,1
"106917","erj",1,1
"106918","f(lrtimltti",1,1
"106919","telemavhus",1,1
"106920","aports",1,1
"106921","stnoted",1,1
"106922","frequency,these",1,1
"106923","jireedtrt",1,1
"106924","insures",2,2
"106925","kangaroo",5,1
"106926","keens",1,1
"106927","thready",1,1
"106928","versatility",1,1
"106929","pota",1,1
"106930","extremities",3,3
"106931","nevertho",1,1
"106932","undereye",1,1
"106933","half-deed",1,1
"106934","t,mo",1,1
"106935","g.ve",1,1
"106936","tractcd",1,1
"106937","fontanelle",2,1
"106938","iinspiration",1,1
"106939","consciousiu",1,1
"106940","abolisht",1,1
"106941","weedsmake",1,1
"106942","ntb",1,1
"106943","stuns",2,2
"106944","appmg",1,1
"106945","hind-the",1,1
"106946","appymg",1,1
"106947","i-sssi",1,1
"106948","savin",1,1
"106949","ixpross",1,1
"106950","hiaown",1,1
"106951","yei",2,2
"106952","hoeing",1,1
"106953","admissahle",1,1
"106954","jeffersonville",1,1
"106955","aus",1,1
"106956","woilderfld",1,1
"106957","croature",1,1
"106958","witk",1,1
"106959","north-bound",1,1
"106960","croj",1,1
"106961","hi,,h",1,1
"106962","feefc",2,2
"106963","tieroe",1,1
"106964","cornered",2,2
"106965","upped",1,1
"106966","koufhomt",1,1
"106967","hluckmuth",1,1
"106968","debop",1,1
"106969","irg",2,2
"106970","houee",1,1
"106971","idtn",1,1
"106972","elslile",1,1
"106973","woodehrd",1,1
"106974","beelth",1,1
"106975","et-lllug",1,1
"106976","atplf",1,1
"106977","uepwortn",1,1
"106978","earsaroo",1,1
"106979","oroy",1,1
"106980","import*re",1,1
"106981","pori",1,1
"106982","cemenl",1,1
"106983","anuria",1,1
"106984","oo»*re",1,1
"106985","plaeter",1,1
"106986","bwrai",1,1
"106987","smcmcr",1,1
"106988","hteei",1,1
"106989","bedbprln",1,1
"106990","flousri",1,1
"106991","houeee",1,1
"106992","hamaay's",1,1
"106993","calao",1,1
"106994","walle.-can",1,1
"106995","ueeri",1,1
"106996","differeu",1,1
"106997","luoal",1,1
"106998","manuraimmii",1,1
"106999","kamsay",1,1
"107000","montkeal",1,1
"107001","marboreugh",1,1
"107002","chise",1,1
"107003","dolpu",1,1
"107004","urolvll",1,1
"107005","catarrh-â",1,1
"107006","pcrhsi",1,1
"107007","snocemiuhat",1,1
"107008","mhlrvcd",1,1
"107009","selinoc",1,1
"107010","mtaire",1,1
"107011","valient",1,1
"107012","i.lnety",1,1
"107013","contenir",1,1
"107014","ma'ady",1,1
"107015","ibeee",1,1
"107016","tukrd",1,1
"107017","rra.lr",1,1
"107018","atartling",1,1
"107019","hyirnrrr",1,1
"107020","tbimfh",1,1
"107021","demlntou",1,1
"107022","nrtoe",1,1
"107023","icnt",1,1
"107024","proem,ting",1,1
"107025","labk",1,1
"107026","stive",1,1
"107027","thuierttted",1,1
"107028","patenl",1,1
"107029","edvcriieed",1,1
"107030","htertiog",1,1
"107031","generel",1,1
"107032","itntlflc",1,1
"107033","eeenoe",1,1
"107034","vaihfilvf",1,1
"107035","helically",1,1
"107036","unquest",1,1
"107037","loned",1,1
"107038","eflycted",1,1
"107039","cat*nh",1,1
"107040","cuml",1,1
"107041","applic",1,1
"107042","alitai",1,1
"107043","pies'll",1,1
"107044","yund",1,1
"107045","marient",1,1
"107046","sufterors",1,1
"107047","oor-romptnd",1,1
"107048","emars",1,1
"107049","dfctiun",1,1
"107050","klng-rtreet",1,1
"107051","andenrlom",1,1
"107052","catarrh.-montreal",1,1
"107053","btur",1,1
"107054","expreasago",1,1
"107055","ikand",1,1
"107056","hotkl",4,4
"107057","a».d",1,1
"107058","itohtauranl",1,1
"107059","be#l",1,1
"107060","otiu",1,1
"107061","tirst-olash",1,1
"107062","zimmerman",1,1
"107063","childhood's",1,1
"107064","hsck",1,1
"107065","ploaiuie",1,1
"107066","tiat",1,1
"107067","wloi",1,1
"107068","eipit",1,1
"107069","garnis",2,2
"107070","brighfo",1,1
"107071","etietofceicut",1,1
"107072","lefoie",1,1
"107073","plcamroi",1,1
"107074","hojei",1,1
"107075","utero",1,1
"107076","shouli",1,1
"107077","dwolc",1,1
"107078","altty",2,2
"107079","wantkd",1,1
"107080","pubohahk",1,1
"107081","uuauk",1,1
"107082","oltloe",1,1
"107083","blaeluuilth",1,1
"107084","luiulwr",1,1
"107085","dwellmg-house",1,1
"107086","cetmis",1,1
"107087","orlisr",1,1
"107088","msiii",1,1
"107089","bueiufse",1,1
"107090","gaud",1,1
"107091","bargsiu",1,1
"107092","llaltruau",1,1
"107093","asillsy",1,1
"107094","belhmlis",1,1
"107095","wanefaclercrs",1,1
"107096","hlrcei",1,1
"107097","torvill",1,1
"107098","lotw",1,1
"107099","machjneryps",1,1
"107100","hkid",1,1
"107101","hon,montai",1,1
"107102","teruiim",1,1
"107103","valf",1,1
"107104","ufn,,#au",1,1
"107105","plaurr",1,1
"107106","fr_m",1,1
"107107","taoouin",1,1
"107108","b.iua",1,1
"107109","tenvn",1,1
"107110","muggy",1,1
"107111","mainer",1,1
"107112","joimer",1,1
"107113","baad",1,1
"107114","tutilr",1,1
"107115","jewmttri",1,1
"107116","kooli",1,1
"107117","hut-l",1,1
"107118","book-binder",1,1
"107119","br»uah",1,1
"107120","tiriht",1,1
"107121","insertedloeth-haw",1,1
"107122","oontmning",1,1
"107123","pbfkiks",1,1
"107124","vtual",1,1
"107125","maruiaijk",1,1
"107126","endowmbnt",1,1
"107127","ah'g",1,1
"107128","uertltlcate",1,1
"107129","advanoe",1,1
"107130","assessments",3,2
"107131","marrisgee",1,1
"107132","osoh",1,1
"107133","mmsmmota",1,1
"107134","eodowmvutr",1,1
"107135","piaow",1,1
"107136","bhsbclatloo",1,1
"107137","nmnd",2,2
"107138","m-lectioi",1,1
"107139","o«d",1,1
"107140","saviors",1,1
"107141","hend",2,2
"107142","wwm",1,1
"107143","mlaou",1,1
"107144","heorotarr",1,1
"107145","l/uidon",1,1
"107146","prophylactic",1,1
"107147","intestinal",2,2
"107148","iroabl",1,1
"107149","anitley",1,1
"107150","mûerable",1,1
"107151","ncare",1,1
"107152","sfe-ro",1,1
"107153","extraite",1,1
"107154","irsndtrunk",1,1
"107155","hnilway",1,1
"107156","ms.'r",1,1
"107157","qvklir.u",1,1
"107158","vebpool",1,1
"107159","vssroiiver",1,1
"107160","slonirf-al",1,1
"107161","sïè",1,1
"107162","ai/iksi",1,1
"107163","tenh",1,1
"107164","interouxuate",1,1
"107165","hteerng",1,1
"107166","mloona",1,1
"107167","etatereome",1,1
"107168","tenmere",1,1
"107169","nmldehlpe",1,1
"107170","mo*ion",1,1
"107171","s,jy?ïr",1,1
"107172","uouernl",1,1
"107173","a»enw",1,1
"107174","mentree",1,1
"107175","lainleii",1,1
"107176","r,litived",1,1
"107177","lapp",1,1
"107178","pftrrbrightenjojrfath",1,1
"107179","poisonao",1,1
"107180","prop's",1,1
"107181","cinl",2,2
"107182","llcnis",1,1
"107183","mixture,'though",1,1
"107184","inaptly",1,1
"107185","porpoise-skin",1,1
"107186","shop-keeper",1,1
"107187","orthographical",1,1
"107188","gloucestershire",1,1
"107189","gaidener",1,1
"107190","sallery",1,1
"107191","zalo",1,1
"107192","braka-lur",1,1
"107193","weentur",1,1
"107194","greens",2,2
"107195","raggit",1,1
"107196","jak",1,1
"107197","rottigurs",1,1
"107198","cale",1,1
"107199","sprouiting",1,1
"107200","brokla",1,1
"107201","unprovided",1,1
"107202","principality",4,4
"107203","anonymously",1,1
"107204","presentment",3,2
"107205","plevna",2,1
"107206","informing",1,1
"107207","bombarded",1,1
"107208","girdling",1,1
"107209","school-house",2,2
"107210","uom",1,1
"107211","lovin",1,1
"107212","kane",1,1
"107213","esquimau",1,1
"107214","grinnell",2,1
"107215","nates",1,1
"107216","polaris",1,1
"107217","generat-ago",1,1
"107218","triba",1,1
"107219","accumulations",3,3
"107220","occupancy",1,1
"107221","historically",1,1
"107222","vpemavik",1,1
"107223","ever-increasing",1,1
"107224","îativts",1,1
"107225","rcshadow",1,1
"107226","ltgs",1,1
"107227","m»rt",1,1
"107228","h«»niu",1,1
"107229","nuis.nee",1,1
"107230","leelng",1,1
"107231","ballarat",1,1
"107232","snoot",1,1
"107233","kangaroos",1,1
"107234","well-trained",1,1
"107235","havethoopportunifcyto",1,1
"107236","them,aiming",1,1
"107237","iporw",1,1
"107238","quartet",1,1
"107239","pitchy",1,1
"107240","thun-terial",1,1
"107241","half-inch",1,1
"107242","lathed",1,1
"107243","unbleached",1,1
"107244","avoid-uiay",1,1
"107245","robinson's",1,1
"107246","transpor",2,2
"107247","tatios",1,1
"107248","buyery",1,1
"107249","inch-board",1,1
"107250","alleu",3,3
"107251","hansom",2,2
"107252","waj",1,1
"107253","nothil]g",1,1
"107254","peared",1,1
"107255","seic",1,1
"107256","yotker",1,1
"107257","hansoms",1,1
"107258","plowed",6,1
"107259","anthrax",1,1
"107260","cabs",1,1
"107261","l,w",1,1
"107262","soho",3,3
"107263","swells",2,2
"107264","garter",1,1
"107265","swelling",2,2
"107266","rustles",1,1
"107267","crackles",1,1
"107268","aver-ly",1,1
"107269","be-pearance",1,1
"107270","cleo-microecopc",1,1
"107271","patra",1,1
"107272","gliding",1,1
"107273","affec-bacilli",1,1
"107274","donate",1,1
"107275","thrax",1,1
"107276","charcoal",1,1
"107277","one-dram",1,1
"107278","hyposulphite",1,1
"107279","drams",2,1
"107280","cleopatra",1,1
"107281","par-disorder",1,1
"107282","purge",4,4
"107283","keyboard",1,1
"107284","salts",1,1
"107285","two-dram",1,1
"107286","con-potassa",1,1
"107287","quinia",1,1
"107288","tinued",1,1
"107289","turpen",1,1
"107290","linseed",2,2
"107291","inilk",1,1
"107292","jstsss",1,1
"107293","ïffiitsnr",1,1
"107294","t)l",1,1
"107295","ûnd",1,1
"107296","neffer",1,1
"107297","poisonoui",1,1
"107298","ylum",1,1
"107299","unequsl",1,1
"107300","gsssmmsve",1,1
"107301","tatsr",1,1
"107302","iassrvss*dfi*rsï.-a",1,1
"107303","calloway",1,1
"107304","uiub",1,1
"107305","pmssgp",1,1
"107306","jnfotmatliin",1,1
"107307","keb",1,1
"107308","fffë«éïsms",1,1
"107309","jamkti",1,1
"107310","lal't",1,1
"107311","mml-vuvv",1,1
"107312","h*id",1,1
"107313","deg",3,2
"107314","blackford",1,1
"107315","hell-bender",1,1
"107316","epicures",1,1
"107317","etymology",1,1
"107318","mud-puppy",5,1
"107319","gusto",1,1
"107320","beekman",1,1
"107321","kice",2,1
"107322","pisciculturist",1,1
"107323","sepia-brown",1,1
"107324","brownish",1,1
"107325","well-used",1,1
"107326","chords",1,1
"107327","bull-frogs",1,1
"107328","oviparous",1,1
"107329","reptile",7,4
"107330","hedged",1,1
"107331","attains",1,1
"107332","growths",1,1
"107333","cold-blooded",1,1
"107334","reptiles",2,1
"107335","hellbender",1,1
"107336","ivu-na",1,1
"107337","bull-frog",1,1
"107338","fatuned",1,1
"107339","m-bluodru",1,1
"107340","consuimd",1,1
"107341","generating",1,1
"107342","b.oudrd",1,1
"107343","llbriider",1,1
"107344","dialer",1,1
"107345","cabbie",1,1
"107346","lph",2,2
"107347","ix'rt",1,1
"107348","facilita",1,1
"107349","tuec",1,1
"107350","ht.ful",1,1
"107351","luoit",1,1
"107352","avptovvd",1,1
"107353","mrthiulh",1,1
"107354","tvaiht",1,1
"107355","ntai'.l",1,1
"107356","uuiug",1,1
"107357","lirbtdaw",1,1
"107358","p»u-men",1,1
"107359","ivrmanvntly",1,1
"107360","viuploynl",1,1
"107361","auuual",1,1
"107362","fr*t",1,1
"107363","addrenr",1,1
"107364","ormiek",1,1
"107365","bogle",1,1
"107366","s''w",1,1
"107367","valirv",1,1
"107368","hati»faction",1,1
"107369","rva»u*&ri#b",1,1
"107370","a*j",1,1
"107371","p'o",1,1
"107372","tubbing",1,1
"107373","rij",2,2
"107374","wathiug",1,1
"107375","iiirhjhl",1,1
"107376","vkicf",1,1
"107377","rimcid",1,1
"107378","j.fo.aud",1,1
"107379","ijactoty",1,1
"107380","undid",1,1
"107381","re*bytmait",1,1
"107382","at,out",2,2
"107383","bleucher",1,1
"107384","offors",1,1
"107385","hubeiautial",1,1
"107386","tàe",1,1
"107387","eicellcnce",1,1
"107388","exprers",1,1
"107389","y.uo",1,1
"107390","ciicu",1,1
"107391","lralher",1,1
"107392","bellini",1,1
"107393","f.nclne",1,1
"107394","kob",1,1
"107395","adlh.lt",1,1
"107396","comoetitors",1,1
"107397","glycerine-the",1,1
"107398","sharon",4,4
"107399","â&r",1,1
"107400","mahk",1,1
"107401","a»ts",1,1
"107402","s'uvibt",1,1
"107403","jeoronto",1,1
"107404","rnaol",1,1
"107405","fiureys",1,1
"107406","mavk",1,1
"107407","aerations",1,1
"107408","leatlii",1,1
"107409","exfur",1,1
"107410","absinthe",7,1
"107411","claret",3,2
"107412","yarmth",1,1
"107413","wifh",1,1
"107414","janin",3,1
"107415","seventy-three",1,1
"107416","seventy-six",1,1
"107417","soctrang",1,1
"107418","teacheis",1,1
"107419","kew",1,1
"107420","marianne",1,1
"107421","inverted",1,1
"107422","behaves",1,1
"107423","lses",1,1
"107424","oonatmctlon",1,1
"107425","pmr",1,1
"107426","ftet",1,1
"107427","durabili.y",1,1
"107428","uuar-antccd",1,1
"107429","autiafartion",1,1
"107430","neatest",3,3
"107431","mautifaffared",1,1
"107432","toreale",1,1
"107433","ton'd",1,1
"107434","nkkvilinb",1,1
"107435","iramps",1,1
"107436","fc:ati",1,1
"107437","iqcal'y",1,1
"107438","ffilactous",1,1
"107439","rnal",1,1
"107440","ren.eiy",1,1
"107441","nerv",1,1
"107442","wsê",1,1
"107443","nervil",1,1
"107444","rnly",1,1
"107445","t.ke",1,1
"107446","debating",1,1
"107447","brnd",1,1
"107448","iott",1,1
"107449","illudl",1,1
"107450","catkd",1,1
"107451","pricb",1,1
"107452","ufltt",1,1
"107453","rccrgi",1,1
"107454","thtp",1,1
"107455","m,r*hd",1,1
"107456","m:ch",1,1
"107457","otlebr",1,1
"107458","e'ectro-vohtic",1,1
"107459","bîlt",1,1
"107460","fhctric",1,1
"107461","applianoaa",1,1
"107462","ebility",1,1
"107463","loea",1,1
"107464","minhood",1,1
"107465","oubli",2,2
"107466","roeumalism",1,1
"107467","dise&eta",1,1
"107468","com-pie",1,1
"107469","reatorat.on",1,1
"107470","ouoe",1,1
"107471","doga",1,1
"107472","cinoot",1,1
"107473","induré",1,1
"107474","heigiu",1,1
"107475","barometers",1,1
"107476","mud-puppies",1,1
"107477","ladjr",1,1
"107478","llthl",1,1
"107479","espld",1,1
"107480","pimple",2,2
"107481","tkill",1,1
"107482","i-.ll",1,1
"107483","intkre",1,1
"107484","ngund",1,1
"107485","laundr",1,1
"107486","buiall-poi",1,1
"107487","laundress",1,1
"107488","washes",1,1
"107489","frie«shmgk",1,1
"107490","self-interest.x",1,1
"107491","anxcivility",1,1
"107492","sensx",1,1
"107493","charac&è",1,1
"107494","intervieix",1,1
"107495","overload",1,1
"107496","inauf",1,1
"107497","farable",1,1
"107498","uhc",1,1
"107499","water-pipes",1,1
"107500","nicti",1,1
"107501","gazetted",1,1
"107502","tont",1,1
"107503","nued",2,2
"107504","a'moat",1,1
"107505","desti",1,1
"107506","ncâftod",1,1
"107507","d.ami.a",1,1
"107508","upting",1,1
"107509","deepairing",1,1
"107510","s-w",1,1
"107511","zzszssjexs",1,1
"107512","p,""r",1,1
"107513","ssar",1,1
"107514","ttsîst",1,1
"107515","tr-ksss",1,1
"107516","ufeiats",1,1
"107517","nacely",1,1
"107518","christine",10,4
"107519","oreville",8,3
"107520","nzrdt",1,1
"107521","jagged",1,1
"107522","yidney",1,1
"107523","lauiue",1,1
"107524","dcalh",1,1
"107525","hisinn,wmce",1,1
"107526","b«t",1,1
"107527","takinu",1,1
"107528","laterally",1,1
"107529","cstssïf",1,1
"107530","ttsst",1,1
"107531","ctsswsr",1,1
"107532","iroh",1,1
"107533","mwn.ee",1,1
"107534","frank's",4,3
"107535","o.n",1,1
"107536","oared",1,1
"107537","fathomed",2,2
"107538","tramhlimr",1,1
"107539","uhxi",1,1
"107540","leavimrthefittleunateadvhandi",1,1
"107541","ahmit",1,1
"107542","getf.er",1,1
"107543","wm&ammtàm",1,1
"107544","wmasmmmsem",1,1
"107545","if-vu",1,1
"107546","redhead",1,1
"107547","whalebone",2,2
"107548","slate-roofed",1,1
"107549","buino",1,1
"107550","chesterfield",1,1
"107551","telfil",1,1
"107552","chester-held",1,1
"107553","well-beloved",1,1
"107554","corn-field",1,1
"107555","greenback",2,1
"107556","electioneering",1,1
"107557","myown",1,1
"107558","mighter",1,1
"107559","moths",3,3
"107560","hat-rack",1,1
"107561","insect-powder",1,1
"107562","pops",1,1
"107563","beaver,and",1,1
"107564","warts",3,1
"107565","half-dollar",1,1
"107566","dinner-bell",1,1
"107567","bostonians",1,1
"107568","prewhole",1,1
"107569","slime",1,1
"107570","originate",3,3
"107571","prodded",1,1
"107572","eyes,grinds",1,1
"107573","lit-each",1,1
"107574","jine",1,1
"107575","mused",2,2
"107576","chiding",2,2
"107577","raceot",1,1
"107578","thenth",1,1
"107579","üwy",1,1
"107580","child,""catledyouhis",1,1
"107581","ature",1,1
"107582","squirm",1,1
"107583","forked",1,1
"107584","fishermen",1,1
"107585","uncanny-looking",1,1
"107586","fish-hooks",1,1
"107587","composure",1,1
"107588","factions",1,1
"107589","eag",1,1
"107590","resorting",1,1
"107591","londe",1,1
"107592","coking",1,1
"107593","wouj(j",1,1
"107594","havü",1,1
"107595","captivate",1,1
"107596","clotheewire",1,1
"107597","uveci",1,1
"107598","bidnev",1,1
"107599","andhe",1,1
"107600","worlid",1,1
"107601","ten-gallon",1,1
"107602","buoy",1,1
"107603","ïrærèirsï",1,1
"107604","sjtrztp",1,1
"107605","luved",1,1
"107606","wouldluve",1,1
"107607","j,d",1,1
"107608","kiwed",1,1
"107609","oouid",1,1
"107610","paaaiuuate",1,1
"107611","roee",1,1
"107612","ingenue",1,1
"107613","remet",1,1
"107614","rtiscmv",1,1
"107615","isllow",1,1
"107616","trnmaairttt",1,1
"107617","yearned",1,1
"107618","polygot",1,1
"107619","freckles",1,1
"107620","jywsv:«sïssr",1,1
"107621","sifflrjska",1,1
"107622","sshaste",1,1
"107623","ssszr",1,1
"107624","dulvigne",1,1
"107625","whish",1,1
"107626","it.mon",1,1
"107627","maolthave",1,1
"107628","grsvilla",1,1
"107629","i,ore",1,1
"107630","i'owder",1,1
"107631","lynx-eyed",1,1
"107632","chrissie",20,2
"107633","threadbare",1,1
"107634","heir-at-law",1,1
"107635","agay",1,1
"107636","which-uiarried",1,1
"107637","back,trembling",1,1
"107638","asthu",1,1
"107639","dleading",1,1
"107640","ravages",1,1
"107641","oame",1,1
"107642","papeia",1,1
"107643","denison",6,5
"107644","molhsr",1,1
"107645","ltitud",1,1
"107646","jlur",1,1
"107647","ashforj",1,1
"107648","plullty",1,1
"107649","true-you",1,1
"107650","somnambulism",1,1
"107651","p&rently",1,1
"107652","ebair",1,1
"107653","aafety",1,1
"107654","converses",1,1
"107655","vacan-stare",1,1
"107656","occoslon",1,1
"107657","startt",1,1
"107658","ascribes",1,1
"107659","poe",2,2
"107660","zled",1,1
"107661","maoris",1,1
"107662","huao",1,1
"107663","roaming",1,1
"107664","muaicians",1,1
"107665","tattooed",2,2
"107666","tattooing",1,1
"107667","veys",1,1
"107668","puz-i",1,1
"107669","plantathmlphllosophy",1,1
"107670","bercaae",1,1
"107671","onian",1,1
"107672","idee",1,1
"107673","diskiv-ered",1,1
"107674","direck",1,1
"107675","viui'n",1,1
"107676","quoth",1,1
"107677","goethe",1,1
"107678","ideas,the",1,1
"107679","mocks",1,1
"107680","mimicked",1,1
"107681","originalty",1,1
"107682","stomuck",1,1
"107683","miff",1,1
"107684","kere",1,1
"107685","ketchin",1,1
"107686","marely",1,1
"107687","pusson",3,1
"107688","whut",2,1
"107689","hab",4,2
"107690","hisee'f",1,1
"107691","jbli.ll",1,1
"107692","tîîf",1,1
"107693","iu-greatly",1,1
"107694","timate",1,1
"107695","connexion",1,1
"107696","australians",1,1
"107697","insular",1,1
"107698","recede",1,1
"107699","ill-considered",1,1
"107700","rfkivtivk",1,1
"107701","llomb.lhpmknt",1,1
"107702","chou",1,1
"107703","ar-scnril",1,1
"107704","hours'bombardment",1,1
"107705","l«»ats",1,1
"107706","kun",2,2
"107707","disturhèd",1,1
"107708","iwutery",1,1
"107709","unconfirmed",1,1
"107710","bakifm",1,1
"107711","ukn",1,1
"107712","undkh",1,1
"107713","unrd",1,1
"107714","oft'erh",1,1
"107715","follow-je",1,1
"107716","eonwlating",1,1
"107717","hihiiii",1,1
"107718","acree",1,1
"107719","rva",1,1
"107720","olvareil",1,1
"107721","etablo",1,1
"107722","vbtanted",1,1
"107723","agooo",1,1
"107724","einart",1,1
"107725","chrjiciiterlug",1,1
