"","words","term.freq","doc.freq"
"13540","drunk",2,2
"13541","convivial",1,1
"13542","flagging",1,1
"13543","jovialty",1,1
"13544","mackenzie's",1,1
"13545","airs",1,1
"13546","vocal",1,1
"13547","amateurs",1,1
"13548","neatly",1,1
"13549","engraved",1,1
"13550","playe",1,1
"13551","r.w.m",1,1
"13552","pony.–at",1,1
"13553","pony",4,1
"13554","gate",2,2
"13555","inwards",1,1
"13556","reins",2,1
"13557","police-office",1,1
"13558","rider",1,1
"13559","clutch",1,1
"13560","thief",1,1
"13561","adroitly",1,1
"13562","fleshmarket",1,1
"13563","escaped.providential",1,1
"13564","recovery.–one",1,1
"13565","villagers",1,1
"13566","ratho",2,1
"13567","dandered",1,1
"13568","play-fellow",1,1
"13569","weeping",1,1
"13570","edge",1,1
"13571","indefatiguable",1,1
"13572","spark",1,1
"13573","romp",1,1
"13574","ever.mungo",1,1
"13575","park.–a",1,1
"13576","traveller.thimble-riggers.–a",1,1
"13577","thimble-riggers",1,1
"13578","infesting",1,1
"13579","passenger",1,1
"13580","desiring",1,1
"13581","luck",1,1
"13582","winning",1,1
"13583","trifle",1,1
"13584","persuades",1,1
"13585","ingratiating",1,1
"13586","procurator-fiscal",1,1
"13587","pollokshaws",2,1
"13588","rural",1,1
"13589","defrauded",1,1
"13590","tothirty",1,1
"13591","correction",1,1
"13592","rogues",1,1
"13593","vagabonds",1,1
"13594","gang.stoppage",1,1
"13595","paisley.–partly",1,1
"13596","malicious",1,1
"13597","thetown",1,1
"13598","chamberlain",1,1
"13599","susspend",1,1
"13600","realizing",1,1
"13601","outstanding",1,1
"13602","would-be-political",1,1
"13603","embarass",1,1
"13604","unfavourabout",1,1
"13605","leniency",1,1
"13606","exactions",1,1
"13607","deficiency",1,1
"13608","prejudicial",1,1
"13609","town's",2,1
"13610","credito",1,1
"13611","uncalled",1,1
"13612","adherents",1,1
"13613","untrue",1,1
"13614","affiars",1,1
"13615","creditors",3,2
"13616","negotiating",1,1
"13617","dissatisfied",3,3
"13618","affairs.–glasgow",1,1
"13619","chronicle.disgraceful",1,1
"13620","trick.–at",1,1
"13621","crieff",1,1
"13622","waggish",1,1
"13623","secretly",1,1
"13624","merrily",1,1
"13625","wag",1,1
"13626","crying",1,1
"13627","mercy",1,1
"13628","hurry",1,1
"13629","terror.–perth",1,1
"13630","courier.the",1,1
"13631","question.–long",1,1
"13632","chalmers",1,1
"13633","non-intrustion",1,1
"13634","liberum",1,1
"13635","arbitrium",1,1
"13636","confers",1,1
"13637","laity",1,1
"13638","immeasurably",1,1
"13639","non-intrusionists",1,1
"13640","moderates",1,1
"13641","uncontrolled",1,1
"13642","granton",1,1
"13643","o'clock.election",1,1
"13644","land.–the",1,1
"13645","minster",1,1
"13646","monkland",1,1
"13647","kirk-session",1,1
"13648","candidate",1,1
"13649","electors",1,1
"13650","stongly",1,1
"13651","marks",1,1
"13652","dominant",1,1
"13653","pye",1,1
"13654","douglass",1,1
"13655","rosehall",1,1
"13656","m'caul",1,1
"13657","daldowie",1,1
"13658","elected.–reformers",1,1
"13659","gazette.destructive",1,1
"13660","fire.–about",1,1
"13661","balmangan",1,1
"13662","rerwick",1,1
"13663","kissock",1,1
"13664","charred",1,1
"13665","rafters",1,1
"13666","walls",3,2
"13667","tacksman",1,1
"13668","unforunately",1,1
"13669","incendiarism",1,1
"13670","clue",1,1
"13671","attaching",1,1
"13672","implies",1,1
"13673","blackest",1,1
"13674","how–daily",1,1
"13675","bread–dumfries",1,1
"13676","courier.hamilton.–some",1,1
"13677","episcopal",1,1
"13678","rebellious",1,1
"13679","espousing",1,1
"13680","episcopacy",1,1
"13681","offices",2,1
"13682","temporalities",1,1
"13683","cantingly",1,1
"13684","venerable",2,2
"13685","prelacy",1,1
"13686","brigg",1,1
"13687","grationthe",1,1
"13688","falkland",3,1
"13689","summer.these",1,1
"13690","humidity",1,1
"13691","sunshine",1,1
"13692","turnips",1,1
"13693","potatoes",2,2
"13694","peatbogs",1,1
"13695","old–one-half",1,1
"13696","gauchos",1,1
"13697","semi-civilised",1,1
"13698","port-louis",1,1
"13699","resides.the",1,1
"13700","area",1,1
"13701","perforated",1,1
"13702","numerous.the",1,1
"13703","refitment",1,1
"13704","frequenting",1,1
"13705","hort",1,1
"13706","blocks",1,1
"13707","subdivided",1,1
"13708","outlay",1,1
"13709","catching",1,1
"13710","taming",1,1
"13711","uninviting",1,1
"13712","seal",2,2
"13713","deep-sea",1,1
"13714","profitable",1,1
"13715","refitting",1,1
"13716","zealand.(from",1,1
"13717","chronicle.)the",1,1
"13718","banquet",1,1
"13719","tories",1,1
"13720","whigs",1,1
"13721","feeling.the",1,1
"13722","felicity",1,1
"13723","complimented",2,1
"13724","deservedly",1,1
"13725","applauded.i",1,1
"13726","crow",1,1
"13727","lent",3,2
"13728","unworthy",1,1
"13729","adverse",9,9
"13730","cheers)but",0,0
"13731","deserved",1,1
"13732","them.we",1,1
"13733","labouchere's",1,1
"13734","hum.–the",1,1
"13735","durham–the",1,1
"13736","localities",1,1
"13737","follows:–emigrants",1,1
"13738","includes",2,1
"13739","thirds",1,1
"13740","table.it",1,1
"13741","countries.the",1,1
"13742","philip.there",1,1
"13743","inconsiderable.at",1,1
"13744","d.lands",1,1
"13745","auction.in",1,1
"13746","index",1,1
"13747","emigrants.the",1,1
"13748","millions.this",1,1
"13749","moorgate",2,1
"13750","london.capital",1,1
"13751","chairman–john",1,1
"13752","abel",2,1
"13753","levi",1,1
"13754","ames",1,1
"13755","bainbridge",1,1
"13756","innes",2,1
"13757","mowatt",1,1
"13758","benjamin",1,1
"13759","pearse",1,1
"13760","hart",1,1
"13761","elwin",2,1
"13762","langford",1,1
"13763","hovell",1,1
"13764","hodge",1,1
"13765","auditors",1,1
"13766","bankers–messrs",1,1
"13767","payne",1,1
"13768","solicitors–messrs",1,1
"13769","freshfield",1,1
"13770","chairman–hastings",1,1
"13771","macleay",1,1
"13772","barker",1,1
"13773","icely",1,1
"13774","solicitor–james",1,1
"13775","esq.the",1,1
"13776","undoubted",3,3
"13777","freehold",1,1
"13778","rate.the",1,1
"13779","transferable",1,1
"13780","lender",1,1
"13781","vouchers",2,1
"13782","coupons",1,1
"13783","admitting",1,1
"13784","holder.the",1,1
"13785","wales.security",1,1
"13786","attain",1,1
"13787","end.the",1,1
"13788","mortgaged",1,1
"13789","collateral",3,1
"13790","non-payment",1,1
"13791","mortgager",1,1
"13792","arrear",1,1
"13793","default",1,1
"13794","solicitor",1,1
"13795","purchasers",1,1
"13796","borrowers",1,1
"13797","completed.the",1,1
"13798","investment",1,1
"13799","board.the",1,1
"13800","investments",2,1
"13801","firms",1,1
"13802","contingencies",2,2
"13803","exempt",1,1
"13804","obvois",1,1
"13805","lending",2,2
"13806","rate.it",1,1
"13807","shareholder",1,1
"13808","covenant",1,1
"13809","company.the",1,1
"13810","up.that",1,1
"13811","lenders",1,1
"13812","company.that",1,1
"13813","c.that",1,1
"13814","mortgage",1,1
"13815","registered–the",1,1
"13816","necessary.that",1,1
"13817","share-holders",1,1
"13818","lenders.that",1,1
"13819","appropriation",2,2
"13820","them.john",1,1
"13821","risen",1,1
"13822","foundering",1,1
"13823","rapids",1,1
"13824","imminent",1,1
"13825","limbs",2,2
"13826","impetuo",1,1
"13827","tangled",1,1
"13828","us.our",1,1
"13829","drowning",1,1
"13830","infest",1,1
"13831","inhabit",1,1
"13832","browne",1,1
"13833","allison",1,1
"13834","scioto",2,1
"13835","canoe",9,9
"13836","sho",1,1
"13837","inh",1,1
"13838","practices",1,1
"13839","prepar",1,1
"13840","spithead",1,1
"13841","dorcester",1,1
"13842","merchantman",1,1
"13843","howe",1,1
"13844","london.in",1,1
"13845","england.as",1,1
"13846","alcide",1,1
"13847","bradley's",1,1
"13848","inn.the",1,1
"13849","object.these",2,2
"13850","trigge",1,1
"13851","communicative",1,1
"13852","strayed",2,2
"13853","hospitably",1,1
"13854","rais",1,1
"13855","nation.the",1,1
"13856","grenville",2,2
"13857","fanny",1,1
"13858","bryen",1,1
"13859","intelligence:–it",1,1
"13860","d'carondolet",1,1
"13861","o'neal",2,1
"13862","pensaco",1,1
"13863","west-florida",1,1
"13864","creeks",8,5
"13865","tribes.on",1,1
"13866","nashville",2,2
"13867","gunmen",1,1
"13868","fright",1,1
"13869","m'rocy",1,1
"13870","blockhouses",1,1
"13871","stockade",1,1
"13872","station.during",1,1
"13873","torch",1,1
"13874","hole",1,1
"13875","over???ing",1,1
"13876","bat",1,1
"13877","sticking",1,1
"13878","innumerable.undoubted",1,1
"13879","decared",1,1
"13880","cumberland–and",1,1
"13881","towns.–this",1,1
"13882","settlement.on",1,1
"13883","black's",1,1
"13884","crooked",1,1
"13885","serjeant's",1,1
"13886","crawford's",1,1
"13887","will's",1,1
"13888","talohteske",1,1
"13889","creeks.james",1,1
"13890","morse",1,1
"13891","shankland",1,1
"13892","off.these",1,1
"13893","d'carrondolet",1,1
"13894","paton",1,1
"13895","part!!!we",1,1
"13896","fayetteville",1,1
"13897","negligence",1,1
"13898","carnage",2,2
"13899","clair",4,3
"13900","scalps",2,1
"13901","trophies",1,1
"13902","riches",1,1
"13903","spears",1,1
"13904","hatchets",1,1
"13905","dorchester",2,2
"13906","mediations",1,1
"13907","dishonourable",1,1
"13908","blood.you",1,1
"13909","elapse",1,1
"13910","desolation",1,1
"13911","fiftieth",1,1
"13912","expeditions",1,1
"13913","unrighteousness",1,1
"13914","anytrade",1,1
"13915","forgive",1,1
"13916","injuriescarlisle",1,1
"13917","jefferson",2,1
"13918","allighany.extract",1,1
"13919","patowmack",1,1
"13920","amer",1,1
"13921","cat-fish",2,1
"13922","diverting",1,1
"13923","bullocks",1,1
"13924","retaken",1,1
"13925","successful.our",1,1
"13926","scott's",2,2
"13927","corresponded",1,1
"13928","cat",2,2
"13929","westtern",1,1
"13930","extents",1,1
"13931","miamis",2,2
"13932","setlers",1,1
"13933","teure",1,1
"13934","expected.the",1,1
"13935","hops",1,1
"13936","productive.a",1,1
"13937","great-ogreechee",1,1
"13938","ill-natured",1,1
"13939","heart-burning",1,1
"13940","losers",1,1
"13941","siminoles",1,1
"13942","clearer",1,1
"13943","marchthe",1,1
"13944","essentially",1,1
"13945","implacable",1,1
"13946","animosity",1,1
"13947","avowing",1,1
"13948","indians.–they",1,1
"13949","twenty-six",1,1
"13950","ministry.the",1,1
"13951","guessed",1,1
"13952","playhouse",1,1
"13953","fidable",1,1
"13954","armament",1,1
"13955","mexicans",1,1
"13956","tyranous",1,1
"13957","yoke",2,2
"13958","spain.so",1,1
"13959","achievement",1,1
"13960","assistance.the",1,1
"13961","potosi",1,1
"13962","accidentally",1,1
"13963","clambering",1,1
"13964","lama",1,1
"13965","sacotecas",1,1
"13966","terra",1,1
"13967","muskingum",1,1
"13968","norwich",1,1
"13969","connecticut",4,4
"13970","vanished",1,1
"13971","molestation",2,1
"13972","pack-horse",1,1
"13973","stole.–on",1,1
"13974","tarry",1,1
"13975","neighings",1,1
"13976","afbouring",1,1
"13977","deftroyed",1,1
"13978","hardin",1,1
"13979","detached",4,2
"13980","thickets",1,1
"13981","onset",2,1
"13982","exchanging",1,1
"13983","offiers",1,1
"13984","bayonet",2,1
"13985","obstinacy",1,1
"13986","hartshorn",1,1
"13987","luckly",1,1
"13988","log",1,1
"13989","screening",1,1
"13990","pursuers",2,2
"13991","armstrong",1,1
"13992","pond",1,1
"13993","shrieks",1,1
"13994","skirmishes",1,1
"13995","wylls",2,1
"13996","harden",1,1
"13997","decoyed",1,1
"13998","diverted",1,1
"13999","routing",1,1
"14000","commissioned",1,1
"14001","hartford",1,1
"14002","frothingham",1,1
"14003","middletown",1,1
"14004","sorely",1,1
"14005","fury.nothing",1,1
"14006","despise",1,1
"14007","undautedness",1,1
"14008","bayonets",1,1
"14009","tomahawks",1,1
"14010","savages.no",1,1
"14011","harassed",1,1
"14012","devastation",1,1
"14013","placethat",1,1
"14014","shawenese",1,1
"14015","more.that",1,1
"14016","mildest",1,1
"14017","seasons",1,1
"14018","salubrious",1,1
"14019","exuberantharvest",1,1
"14020","animates",1,1
"14021","all.extract",1,1
"14022","manned",1,1
"14023","quipped",1,1
"14024","tos",1,1
"14025","mississippi.it",1,1
"14026","orto",1,1
"14027","america's",1,1
"14028","tempest",1,1
"14029","leominster",1,1
"14030","stoutest",1,1
"14031","beaten",3,2
"14032","shreds–vast",1,1
"14033","trees–not",1,1
"14034","impressions",2,2
"14035","hailstones",1,1
"14036","hens",1,1
"14037","eggs–the",1,1
"14038","twenty-give",1,1
"14039","deep.the",1,1
"14040","shrewsbury",1,1
"14041","worcesster.august",1,1
"14042","wilmington",3,2
"14043","delaware",6,4
"14044","circumference.on",1,1
"14045","maria",24,10
"14046","passengers.on",1,1
"14047","capes",1,1
"14048","also.pennsylvania",1,1
"14049","gable",1,1
"14050","hurt.we",1,1
"14051","patrick",2,2
"14052","m'sherry",1,1
"14053","little's-town",1,1
"14054","evening.new",1,1
"14055","fel",1,1
"14056","neighhbouring",1,1
"14057","o'clock.middletown",1,1
"14058","south-easterly",1,1
"14059","commotion.extract",1,1
"14060","dartmouth",2,1
"14061","cornish",1,1
"14062","lightning.–from",1,1
"14063","aphowever",1,1
"14064","fplainfield",1,1
"14065","well.saturday",1,1
"14066","gormandising",1,1
"14067","bet",1,1
"14068","inducement",8,8
"14069","craving",1,1
"14070","stomacheat",1,1
"14071","shoulder",1,1
"14072","roast",1,1
"14073","slices",1,1
"14074","bacon",2,2
"14075","cucumbers",1,1
"14076","cider",1,1
"14077","representativesin",2,1
"14078","satisfac",1,1
"14079","congratulations",1,1
"14080","ditinguish",1,1
"14081","integrity",1,1
"14082","marine",1,1
"14083","punctuality",1,1
"14084","discharging",2,2
"14085","exemplary.in",1,1
"14086","conforming",1,1
"14087","florins",1,1
"14088","provisional",1,1
"14089","holland.–as",1,1
"14090","borrowing",1,1
"14091","information.since",1,1
"14092","sessions",2,2
"14093","kentucke",2,1
"14094","propositions",1,1
"14095","fellow-citizens",1,1
"14096","you.it",1,1
"14097","wabash",1,1
"14098","emboldened",1,1
"14099","listening",1,1
"14100","invitations",1,1
"14101","effect–the",1,1
"14102","captivity.these",1,1
"14103","provocations",1,1
"14104","aggressors",1,1
"14105","punishing",1,1
"14106","attachments",1,1
"14107","empowers",1,1
"14108","attended.the",1,1
"14109","posture",1,1
"14110","reminds",1,1
"14111","enhance",1,1
"14112","reflections",1,1
"14113","embarrassments",1,1
"14114","encouragements",1,1
"14115","andagriculture",1,1
"14116","dependant",1,1
"14117","evil.your",1,1
"14118","belongs",2,1
"14119","destresful",1,1
"14120","misemployed",1,1
"14121","protection.the",1,1
"14122","judicatory",1,1
"14123","provements",1,1
"14124","consular",1,1
"14125","effect.the",1,1
"14126","standards",1,1
"14127","resume",1,1
"14128","abundantly",2,2
"14129","importance.gentlemen",1,1
"14130","residuary",1,1
"14131","commensurate",2,2
"14132","exonerate",1,1
"14133","toe",1,1
"14134","constituents.gentlemen",1,1
"14135","indulge",1,1
"14136","undiminished",1,1
"14137","clair's",1,1
"14138","actuallyexported",1,1
"14139","bean",1,1
"14140","peas.our",1,1
"14141","willis",3,2
"14142","m'murtry",1,1
"14143","fortingham",1,1
"14144","killedand",1,1
"14145","yorkduring",1,1
"14146","gales",1,1
"14147","smugglers",1,1
"14148","property–for",1,1
"14149","custon-house",1,1
"14150","them.from",1,1
"14151","flooded",1,1
"14152","rains.a",1,1
"14153","stealing",1,1
"14154","acquitted",1,1
"14155","lenity",1,1
"14156","inhabitants.a",1,1
"14157","polygamy",1,1
"14158","legally",1,1
"14159","maids",1,1
"14160","point.oct",1,1
"14161","epistle",1,1
"14162","re-publication",1,1
"14163","episstle",1,1
"14164","theslave",1,1
"14165","omitted.oct",1,1
"14166","betsy",1,1
"14167","rook",1,1
"14168","weary",1,1
"14169","tutelar",1,1
"14170","saint",1,1
"14171","tammany.the",1,1
"14172","probate",1,1
"14173","judge–sir–my",1,1
"14174","scorpions",1,1
"14175","deetested",1,1
"14176","reprobates",1,1
"14177","condemnation",1,1
"14178","c.extract",1,1
"14179","massachusets",2,2
"14180","hoppers",1,1
"14181","milk",1,1
"14182","insectsextract",1,1
"14183","banbury",1,1
"14184","altamahaw",2,1
"14185","lookers",1,1
"14186","drivers",1,1
"14187","grubbing",1,1
"14188","habitable",1,1
"14189","sapola",2,1
"14190","imagineabounding",1,1
"14191","bourdeaux",1,1
"14192","oak",1,1
"14193","mary's.extract",1,1
"14194","clays",1,1
"14195","paint",1,1
"14196","inexhaustible",1,1
"14197","samples",1,1
"14198","pickings",1,1
"14199","deeper",1,1
"14200","estblished",1,1
"14201","paints",1,1
"14202","enterprize",1,1
"14203","submissions",1,1
"14204","beneath",1,1
"14205","attention.extract",1,1
"14206","weas",1,1
"14207","pri?chard's",1,1
"14208","hubcaw",1,1
"14209","hary",1,1
"14210","tertainment",1,1
"14211","o???.boston",1,1
"14212","circum",1,1
"14213","america.–this",1,1
"14214","coast–too",1,1
"14215","nativity.dr",1,1
"14216","percepts",1,1
"14217","example.i",1,1
"14218","fiddler",4,1
"14219","keeper",2,1
"14220","gut",1,1
"14221","tore",1,1
"14222","folded",1,1
"14223","drop",1,1
"14224","me–the",1,1
"14225","examines",1,1
"14226","cheat–he",1,1
"14227","vents",1,1
"14228","anger",1,1
"14229","landlord's",1,1
"14230","shoulders",8,8
"14231","proclaiming",1,1
"14232","recommencing",1,1
"14233","rendezvoused",1,1
"14234","warlike",1,1
"14235","oeprations",0,0
"14236","macgillivray",3,2
"14237","ally",1,1
"14238","intimidating",1,1
"14239","ferocious",1,1
"14240","vindictive",1,1
"14241","thenew",1,1
"14242","troop",1,1
"14243","men.philadelphia",1,1
"14244","states.albany",1,1
"14245","consequnece",1,1
"14246","whereof",1,1
"14247","jauary",1,1
"14248","senators",1,1
"14249","affixing",1,1
"14250","electing",1,1
"14251","congress.new",1,1
"14252","subversive",3,3
"14253","disapprobation",1,1
"14254","assembly.portland",1,1
"14255","nichols",2,2
"14256","lighthouse",1,1
"14257","lanthorn",2,1
"14258","lighted",1,1
"14259","month.baltimore",1,1
"14260","mill-works",1,1
"14261","insituation",1,1
"14262","benefit.york",1,1
"14263","wright's",1,1
"14264","ferry",1,1
"14265","torn",3,3
"14266","tight",1,1
"14267","swam",1,1
"14268","ferry-boat",1,1
"14269","boatmen",1,1
"14270","boatman",1,1
"14271","tim",0,0
"14272","sulivan",1,1
"14273","oar",1,1
"14274","geers",1,1
"14275","injury.extract",1,1
"14276","sunbury",2,2
"14277","pine",2,2
"14278","perpetrating",1,1
"14279","confession",1,1
"14280","minuets",1,1
"14281","mute",1,1
"14282","pacify",1,1
"14283","murderers",1,1
"14284","country:–the",1,1
"14285","causeways",1,1
"14286","repair.since",1,1
"14287","f–eral",1,1
"14288","harmar",4,2
"14289","harman",1,1
"14290","muilsingam",1,1
"14291","prisoners.boston.the",1,1
"14292","theexports",1,1
"14293","dollars.the",0,0
"14294","spring.similiar",1,1
"14295","marcetta",1,1
"14296","duty.according",1,1
"14297","liked",1,1
"14298","another.–this",1,1
"14299","toleration–all",1,1
"14300","free.it",1,1
"14301","thatfor",1,1
"14302","states.revenue.dollars.duties",1,1
"14303","expences.dollars",1,1
"14304","pences",1,1
"14305","sumed",1,1
"14306","estimating",0,0
"14307","two-pence",1,1
"14308","planter",1,1
"14309","merrifield",1,1
